lettertype,title,submit_t,content,reply_p,reply_t,reply_c
投诉,郑**爱儿乐奶粉店后面的空地有人在违建,2014/10/10,郑坂村爱儿乐奶粉店的这栋楼房原本就是违法建筑，但是当时在多次投诉，虽然执法局相关人员有到目的地查看制止过，但是治标没治标目前该违法建筑物已经出租。令人可恨的是在位于该违法建筑物后面空地又有人开始打桩违建抢建，更让人气愤的是该违法抢建的建筑材料居然堆放在咱翔安区质检局的出入口，是此违建者吃了豹子胆，还是咱们执法机关相关人员视而不见呢？这后面到底是哪只老虎在作乱,执法局,2014/11/25,11月25日翔安区城市管理行政执法局反馈：经查，该案件属于超面积建设。2014年10月9日，执法人员到现场勘查：当事人郑阿梨（郑进步的前妻）在马巷镇郑坂社区进行房屋建设，开单时现状：地基正在立钢筋，占地面积180平方米。现场对其开具《责令停止违法建设通知书》（NO:19512号）和《责令改正违法行为通知书》（NO:02611），责令其立即停止违建行为。后当事人向我局提供相关手续：《厦门市翔安区村镇个人住宅建设许可证》，申请人：郑阿梨，批准文号：（马建村许2013-286号），批准用地面积90平方米，建筑面积270平方米，批建筑层数叁层，申请人：郑阿梨。2014年10月16日，执法人员对当事人地基的超出部分进行拆除。2014年11月4日，执法人员对当事人第一层模板超出部分进行拆除并割钢筋。
投诉,翔安区新店文教园学生街的玛格丽特酒吧晚上放的音乐实在是很大,2014/10/12,翔安区新店文教园学生街的玛格丽特酒吧晚上放的音乐实在是很大。听得人很难受，而且他们都是故意大门敞开的。望能给予解决谢谢！！,执法局,2014/10/24,2014年10月24日翔安区城市管理行政执法局反馈：执法人员来到新店文教园学生街的玛格丽特酒吧内，与酒吧服务员以及酒吧负责人通过沟通了解情况，要求其在晚上将音乐音量调低并对其之前故意敞开大门大声放音乐的行为提出警告，在晚上坚决不允许影响周边居民的正常休息。执法人员以后会加大对学生街商铺的巡查力度。保证居民的正常生活。
投诉,投诉违法建设,2014/10/12,9月24号投诉的，编号Q2##########08。到现在为何还没受理呢？请相关单位给我们一个合理的说法，明天要是还没有给我一个答复，我将直接打市长专线，,执法局,2014/10/13,2014年10月13日翔安区城市管理行政执法局反馈：我局现正依照法定程序督促当事人履行《行政处罚决定书》内容，如当事人逾期拒不履行，我局将依法进行处理。
投诉,四问717,2014/10/13,"&quot;在上次Q2##########45回复说，不利于班次在正常运行“,请问开通717目的是为群众服务还只是方便公交公司安排，另外，一边是717在林前站旁边停上个1个小时走一趟；一边是群众无奈的走着堆满灰尘的土路；这是群众的悲哀，还是相关部门的无能？",交通局,2014/11/13,我局已督促公交公司进一步对717路公交车进行客流量的调研勘察，根据实际客流情况适时调整班次。
咨询,翔安区新店镇陈塘村丁妙白，丁志峰兄弟的土地建设是否合法？,2014/10/13,你好，想请问下翔安区新店镇陈塘村丁妙白，丁志峰兄弟的土地建设是否合法，手续是否已确认。之前丁妙白有申请南至丁赞通，北至丁进步的一块建设用地，后国土局有确认目前属于农垦用地，无法建设，为何他们兄弟近期开始要自己建设他们的农垦用地呢？请相关领导给予答复！村居委会都知道，但是没人阻止！,新店镇,2014/11/14,经向社区土管员了解情况，丁妙白申请的宅基地属农用地，需办理农转用后方可审批，而关于丁志峰镇政府并为收到其个人建房申请。另经过实地查看，目前丁妙白的申请地块并为发现有动工的迹象。国土所将在日后动态巡查中密切关注该地块情况。发现违法行为将及时制止。
投诉,违章搭建,2014/10/15,内厝镇上塘村蔡厝口“我行我速汽车美容店”违章搭建,执法局,2014/10/23,
投诉,新店镇洪前村大中康国荣违章建设,2014/10/15,洪前村村委康国荣违章建设4层楼，目前已在装修阶段，为什么不强行拆除，就因为他老婆假借一楼开卫生所吗？那2.3.4这三层怎么不强行拆除，就建在大马路上，谁都可以看到啊！我就不信城管人员几个月都没看到！,执法局,2014/11/11,2014年11月11日翔安区城市管理行政执法局反馈：经查，此案为非法占地，当事人为新店镇洪前村康国荣。2013年9月17日，我局执法人员前往洪前村巡查时发现，当事人之妻子康珠连正在建设，占地面积：112.2平方米，建筑面积：112.2平方米，框架结构，现第一层钢筋立柱，我局执法人员现场开具《责令停止建设通知书》NO:0018208号，责令其停止建设.当天下午，康珠连前来我局新店中队作询问笔录，无法提供任何合法有效的手续，我局执法人员再次责令其停止建设。2013年9月19日我局新店中队执法人员前往洪前村查看，发现当事人第一层正在钉模板，我局执法人员再次责令其停止建设。2013年9月21日接到举报后，我局执法人员再次前往现场查看，发现当事人一层正在倒板，我局执法人员再次责令其停止建设，2013年9月28日，我局执法人员前往现场查看，发现当事人第一层已倒板，于是组织人员对其第一层板进行强制拆除。2014年3月21日接举报后，我局执法人员前往新店镇洪前村，当事人第二层正在钉模板，我局新店执法中队责令当事人停止违法建设。2014年3月24日，我局执法人员到达现场，当事人已倒板，执法人员拆除第二层部分楼板。2014年3月27日接举报后，我局执法人员再次前往新店镇洪前村，当事人已停止违法建设。2014年8月5日，我局执法人员巡查发现，当事人已倒第三层板。2014年8月14日，我局执法人员来组织人员到现场对第三层板进行了部分拆除，并责令其立即停止建设。2014年8月19日，我局执法人员巡查发现，当事人已倒第四层板，于是组织人员对楼板进行了部分拆除，并责令其立即停止建设。我局已对该案件进行立案处理，并将对这一案件加强监控力度。
咨询,农*自建房产权,2015/8/7,家里有一间老房子已经申请翻建，产权证上是父亲兄弟三人的名字，现在想把产权改成我本人的，需去哪里办理？要带什么证件？有哪些费用？谢谢,国土分局,2015/8/11,
投诉,锄山党支部,2015/8/19,本届要竞争选举村干部的；说有2千万的项目下来；为了能大捞一笔都鼓动自己亲戚去说服每家每户投他的票；有的花钱买；有的载油去换票；一点公平性都没有；政府拨款下来就是为了给村官的吗？修一根路灯报8000、政府都不查钱款去向；300万的排污水项目把整条村路挖得乱七八糟；根本就是欺上瞒下、政府部门应该给予重视,内厝镇,2015/9/7,经调查核实，该村村委会换届选举已于8月31日完成，修路灯应为“2014年亮灯工程”，为翔安区为民办实事项目。挖路应为“农村污水处理”，为市2015年为民办实事项目。上述2个项目均严格按照翔安区工程项目管理办法规定的流程办理。
咨询,请问厦门市交通局批复753路延长到外口公寓,2015/8/29,你好，请问厦门市交通局于5月份批复753路延长到外口公寓，现在这么久过去，为什么753路仍然是火炬路口，厦门公交集团有限公司：你司《关于125路取消及753路、762路、653路调整的请示》(厦公交业〔2015〕15号)收悉。经研究，批复如下：二、同意将753路（翔安火炬路口-梧村车站）的始发站点由翔安火炬路口调整延伸至火炬外口公寓。希望可以调整，791路1月份退下的金龙6121G好像还有20多台在停车场等报废，谢谢。,交通局,2015/9/14,据查，目前火炬外口公寓的公交场站尚在建设中，753路暂时无法延长至外口公寓始发。
投诉,解决房子问题,2015/9/9,我与2008年嫁入翔安新圩村，5口人住的房子只有40平左右就是以前的老房子，无奈之下只能在外面租房子住，请政府解决一下，谢谢,新圩镇,2016/2/18,
其他,随意搭盖，无人管理,2015/10/1,在马巷海翼楼盘与桐梓新村交界处，有人随意搭盖，无人来制止。希望有关部门尽快来解决，目前搭盖了两个楼板，钢结构，围墙还没砌墙。,执法局,2015/10/21,2015年10月21日翔安区城市管理行政执法局反馈：2015年7月7日执法人员在巡查中发现当事人（朱芋莆。朱世柱，朱威力）合伙在马巷镇桐梓新村和海翼房产中间绿化带旁进行建设，状况，挖地基，占地面积45.5平方米，执法人员对其依法送达《责令停止违法建设通知书》23248号和《责令改正违法行为通知书》5035号。当事人立即停止建设，2015年10月8日执法人员巡查中发现当事人当事人建设钢架结构二层并砌墙体，2015年10月15日执法人员组织对其进行拆除。我局马巷执法中队目前正对对此案件进行立案处理中。翔安区城市管理行政执法局2015年10月21日
