title,time,content,repcontent,reply_p,reply_ta
外籍华人如何在厦门自主创业,2015/4/22 0:00,你好，我是一名瑞典籍华人，现欲到厦门经营餐饮业，请问需要满足什么条件可经营开办餐馆？相关手续如何办理？盼回复，谢谢！,无法联系留言人，三次拨打提示电话提示关机,,2015/6/25 0:00
助理职称确认材料材料无法上传,2015/4/7 0:00,确认助理职称进行网上上传资料时，卡住或者上传了100%却不动了，过了一会就消失，即未传成功，已按照要求将IE浏览器设置启动相关权限，但是还是不行。请问该怎么办？,请拨打网站首页的技术支持电话。,,2015/4/16 0:00
关于公司股东变更,2015/4/1 0:00,公司的股东变更是按照《有限责任公司股东变更登记》来办理还是按照《公司股东或发起人名称或姓名变更登记》办理？,已电话回复留言人。当事人表示满意。,,2015/4/15 0:00
购房移户口,2015/3/31 0:00,我原居住在湖里区海山路（东渡附近），户口簿、身份证都是该地址。现购买东渡国际邮轮城房子并居住，请问变更户口簿、身份证地址，到哪里办理？带什么资料？谢,带户口簿、房产证到湖里派出所办理。,,2015/4/15 0:00
商事主体年度报告,2015/3/31 0:00,咨询电话77###50超难打。请问企业对事业法人的投资没注册号，无法录入，怎么办？谢谢！,已电话回复留言人。当事人表示满意。,,2015/4/15 0:00
进出口货物收发货人注册登记,2015/3/31 0:00,您好！我想咨询一下新企业办理进出口货物收发人注册登记，需要先预录入申请信息后才可以递交纸质材料？如果需要先预录申请信息，要去哪个机构办理？谢谢！,已电话回复，告知如何办理。,,2015/4/15 0:00
营业执照地址变更,2015/3/31 0:00,原本是思明区的地址，现在公司搬到湖里区。变更地址需要哪些材料？,已电话回复留言人。当事人表示满意。,,2015/4/15 0:00
全日制本科，毕业后落户厦门，未成年子女投靠落户，受年限限制么？,2015/3/31 0:00,1.全日制本科，毕业后落户厦门，未成年子女投靠落户，受年限限制么？2.未成年子女投靠落户，要人事局审批么？3.什么时候可以办理？,经市委组织部、人社局（公务员局）、市教育局审批调入我市（含从岛外调入岛内）时具有本科学历或中级职称或中级技能的人才以及根据《关于进一步完善来厦工作多年已成为企业骨干的非厦门生源往届大专惟下学历毕业生人才入厦审批事项的通知》（厦人【2007】8号）规定审批接收的普通毕业生落户厦门后，其未成年子女的投靠不受年限限制。该事项需填写《厦门市人才投靠入户审核表》由审批入户单位签章确认后办理。,,2015/4/15 0:00
外贸公司注册,2015/3/31 0:00,你好，我是籍贯南安市的本科大学生。现在准备注册一家有进出口经营权的外贸公司，做出口方面的生意。请问：1.现在厦门市对非本市大学生自主创业有什么优惠奖励政策吗（如果从国家政策来说的话）？2.注册一家外贸公司需要哪些程序？有具体的哪些公司注册费用和进出口权的费用？平时每月公司需要固定缴纳一些什么政府规定的费用，比如地税，国税，医社保等？3.总的需要几天可以确保外贸公司的注册可以完成？非常需要您的及时答复！谢谢！我现在希望可以尽快注册好我的外贸公司。希望您能详细解答外贸公司注册的一系列流程及其中会产生的一系列费用和所需要完成的时间。,已电话回复留言人。当事人表示满意。,,2015/4/15 0:00
公章补刻,2015/3/31 0:00,您好，我公司公章被盗，有派出所的报警回执，要哪些手续才能补刻新章呢？,公章被盗，派出所报案后，执报案回执单并且在《厦门日报》刊登跌声明，三日后，法人来办，具体的材料请咨询：77###73.,,2015/4/15 0:00
公章由回墨章换成铜章需要资料及是否需要法人到场不？,2015/3/31 0:00,公章由回墨章换成铜章需要资料及是否需要法人到场不？,不需法人到场。具体的材料请咨询：77###73.,,2015/4/15 0:00
外资企业申请变更为内资企业,2015/3/31 0:00,您好，请问我们公司目前是外资企业，现在要变更为内资企业，需要什么材料，办理流程是怎样的呢？麻烦解答，万分感谢,已电话回复留言人。,,2015/4/15 0:00
来厦工作落户,2015/4/1 0:00,本人有中级工程师资格证和厦门思明区的一套90平米房子，85年的。我目前在厦门软件园一家公司上班，是否可以把户口落在房子那边（岭兜二里小区）。我们夫妻的户口现在都是在福州人才市场，房产证上是我老公的名字。我在网上查看了落户条件有写到如下信息：（一）具有高级职称（含高级技师），年龄距法定退休年龄10年以上；具有中级职称（含技师）或文化程度为大学（大专），年龄距法定退休年龄15年以上；（二）拥有合法固定住所。合法固定住所指的是：1、居民依法拥有所有权的房屋；2、居民按规定以租赁或其他方式取得使用权的直管公房；3、居民使用的所在单位自管公房、自建住房或所在单位拥有产权的住房。请问是否符合落户条件，如果符合要怎办理。,这个条件属驻厦机构的人员方可以办理，你所在单位不符合该条件。您可向市人社局咨询是否可以办理工作调动。,,2015/4/15 0:00
留学人员落户事宜,2015/4/1 0:00,按我市留学人员落户有关规定：“审批条件——来本市创业、工作或愿来本市工作但单位未落实的留学人员和海外引进人才，本人及其配偶、未成年子女未取得外国籍或外国永久居留权的，本人、配偶和未成年子女的户口可迁入本市。”留学归国人员拟到我市工作，但尚未找到接收单位，何来的“市人事局的《调动人员登记表》、《厦门市留学人员身份认定证书》或市组织部提供海外引进人才证明”？如何办理入户？,此问题请咨询市组织部或市人社局。该类人才是否可以入户厦门由市组织部或人社局审批。,,2015/4/15 0:00
来厦工作落户,2015/4/1 0:00,本人有中级工程师资格证和厦门思明区的一套90平米房子，85年的。我目前在厦门软件园一家公司上班，是否可以把户口落在房子那边（岭兜二里小区）。我们夫妻的户口现在都是在福州人才市场，房产证上是我老公的名字。我在网上查看了落户条件有写到如下信息：（一）具有高级职称（含高级技师），年龄距法定退休年龄10年以上；具有中级职称（含技师）或文化程度为大学（大专），年龄距法定退休年龄15年以上；（二）拥有合法固定住所。合法固定住所指的是：1、居民依法拥有所有权的房屋；2、居民按规定以租赁或其他方式取得使用权的直管公房；3、居民使用的所在单位自管公房、自建住房或所在单位拥有产权的住房。请问是否符合落户条件，如果符合要怎办理。,这个条件属驻厦机构的人员方可以办理，你所在单位不符合该条件。您可向市人社局咨询是否可愉办理工作调动。,,2015/4/15 0:00
户口问题,2015/4/1 0:00,您好我的户口是厦门我妻子的户口是吉林请问现在我妻子可以办理婚迁入户吗？准迁证都需要提交什么证明材料？谢谢！,持双方的户口本、身份证、结婚证至岛内户口所在地派出所办理，属思明区的（大学派出所除外）在思明公安分局办理。,,2015/4/15 0:00
关于集体户口迁出,2015/4/1 0:00,你好，我是厦门海沧的集体户口，我现在不在厦门工作了，能不能把户口迁回老家，原户口所在地，或者随迁到我老婆的户口所在地，请问要如何办理？谢谢！,要迁回老家，达到老家的入户条件，由老家公安机关开具准迁手续就可。,,2015/4/15 0:00
出售新房免征营业税的起始时间,2015/4/1 0:00,本人于2012年9月在翔安从开发商手中一手购买房屋并签订购房合同，2015年3月办理该房屋的产权。现在本人预将该房屋出售，请问，免征营业税的计算时间是从2012年与开发商签订一手房购房合同（或者是合同备案时间）开始算起，还是从2015年3月办好产权证后产权证上的时间算起？恳请解答，谢谢！,已和当事人联系并解答营业税新的减免政策。,,2015/6/11 0:00
组织机构年检,2015/4/1 0:00,你好，想问下现在组织机构网上年检注册，法人是香港的，证件号要如何填写，公司名称有括号的，有需要怎样写入,邮件回复。,,2015/4/15 0:00
岛外户口迁岛内,2015/4/1 0:00,您好！本人06年本科毕业后户口迁回岛外老家，一直在思明区工作居住，一直有签合同及缴纳社保，现在是中级职称，单位有集体户。请问现在（不辞职情况下）可以通过人才调动或其它方式把户口从岛外迁回岛内吗？或者只能辞职到外市就业落户后才能通过人才调动进岛内户口呢。感谢您的回复，谢谢！！！,岛外户籍入户岛内和市外入户岛内条件一致。如果想办理人才调动，请咨询人社局。,,2015/4/15 0:00
营业执照变更手续,2015/4/1 0:00,您好，我想请问下公司变更地址需要携带什么资料？营业执照，组织机构代码、税务登记证等是否都在同一个部门办理？公司签署银行那边需要我们这先提供变更后的三证才可以去该银行，银行需要我司提供工商处理登记表及机构信用等东西？我想问下可否有详细的变更流程及所需相关资料？我司地址变更，从岛内湖里区创业园至翔安区火炬园内。请尽快回复我，谢谢。,已电话回复留言人。当事人表示满意。,,2015/4/15 0:00
厦门岛外户口落位岛内问题,2015/4/1 0:00,您好，本人06年本科毕业后户口签回岛外老家，一直在岛内上班居住，一直都有合同及缴纳社保，现中级职称，小孩读书遇到一些户口问题，想把户口转进岛内方便小孩读书。《厦门市户籍管理规定》第二十六条从集美区、海沧区、同安区、翔安区将常住户口迁入思明区、湖里区的，按本规定第十三条、第十四条规定及市政府有关规定执行。麻烦咨询以下几个问题：1、本条末尾的“市政府有关规定”指哪些规定呢？2、岛外常住户口只能按第十三条、第十四条规定执行吗？像第五条符合本市调入或人才引进条件的及第十条同时具备下列条件的外来人员，可将户口迁入本市都不能适用吗？3、本人单位在思明区有集体户，户口能否迁进单位集体户呢？4、如果说岛外户口到外地就业落户后再通过人才调动是否可以落户岛内呢？感谢您的回复，万分感谢！！！,岛外户籍入户岛内和市外入户岛内条件一致。如果想办理人才调动，请咨询人社局。,,2015/4/15 0:00
